5422	2	36997
16088	0	29344
16088	1	22842
16088	2	36997
10547	0	33304
10547	1	34994
10547	2	36997
10542	0	26118
10542	1	34994
10542	2	36997
13234	0	22552
13234	1	27573
13234	2	36997
13644	0	23509
13644	1	27573
13644	2	36997
6893	0	33857
6893	1	34994
6893	2	36997
13213	0	20829
13213	1	34994
13213	2	36997
2269	0	35733
2269	1	27573
2269	2	36997
17882	0	23546
17882	1	27573
17882	2	36997
5592	0	32492
5592	1	27573
5592	2	36997
11580	0	21109
11580	1	22842
11580	2	36997
15897	0	37272
15897	1	27573
15897	2	36997
18558	0	38587
18558	1	27573
18558	2	36997
9616	0	32289
9616	1	27573
9616	2	36997
3660	0	29043
3660	1	25772
3660	2	36997
6308	0	22436
6308	1	25772
6308	2	36997
18018	0	24024
18018	1	22842
18018	2	36997
6218	0	23850
6218	1	22842
6218	2	36997
10751	0	31240
10751	1	22842
10751	2	36997
12434	0	26207
12434	1	22842
12434	2	36997
9031	0	22401
9031	1	34994
9031	2	36997
6296	0	23192
6296	1	34994
6296	2	36997
10080	0	20249
10080	1	34994
10080	2	36997
9029	0	35571
9029	1	34994
9029	2	36997
4611	0	30218
4611	1	22842
4611	2	36997
8103	0	39502
8103	1	27573
8103	2	36997
11845	0	40277
11845	1	27573
11845	2	36997
6804	0	32458
6804	1	27573
6804	2	36997
8611	0	26031
8611	1	27573
8611	2	36997
4121	0	21330
4121	1	27573
4121	2	36997
17176	0	40283
17176	1	27573
17176	2	36997
6783	0	20664
6783	1	22842
6783	2	36997
18734	0	28079
18734	1	22842
18734	2	36997
11876	0	22375
11876	1	34994
11876	2	36997
4272	0	25524
4272	1	22842
4272	2	36997
17668	0	33006
17668	1	22842
17668	2	36997
19415	0	34867
19415	1	27573
19415	2	36997
6603	0	21441
6603	1	34994
6603	2	36997
6604	0	21498
6604	1	34994
6604	2	36997
5735	0	29492
5735	1	27573
5735	2	36997
7325	0	22053
7325	1	27573
7325	2	36997
5005	0	21818
5005	1	27573
5005	2	36997
5955	0	38151
5955	1	22842
5955	2	36997
7015	0	33588
7015	1	22842
7015	2	36997
2020	0	32264
2020	1	27573
2020	2	36997
18557	0	28927
18557	1	27573
18557	2	36997
9616	0	32289
9616	1	27573
9616	2	36997
4342	0	33173
4342	1	22842
4342	2	36997
871	0	26329
871	1	34994
871	2	36997
11778	0	40651
11778	1	34994
11778	2	36997
18459	0	33394
18459	1	27573
18459	2	36997
12011	0	27302
12011	1	34994
12011	2	36997
10547	0	33304
10547	1	34994
10547	2	36997
2176	0	31886
2176	1	27573
2176	2	36997
7516	0	29934
7516	1	25772
7516	2	36997
4061	0	24565
4061	1	27573
4061	2	36997
10542	0	26118
10542	1	34994
10542	2	36997
5453	0	28810
5453	1	27573
5453	2	26938
1179	0	39304
1179	1	34994
1179	2	26938
12014	0	36291
12014	1	27573
12014	2	26938
16932	0	34688
16932	1	25772
16932	2	26938
12459	0	32122
12459	1	27573
12459	2	26938
17197	0	26536
17197	1	27573
17197	2	26938
1089	0	22847
1089	1	34994
1089	2	26938
1085	0	25623
1085	1	34994
1085	2	26938
11978	0	33903
11978	1	34994
11978	2	26938
3685	0	33268
3685	1	22842
3685	2	26938
3858	0	37493
3858	1	22842
3858	2	26938
3857	0	27167
3857	1	22842
3857	2	26938
3849	0	27984
3849	1	22842
3849	2	26938
11768	0	20234
11768	1	34994
11768	2	26938
14730	0	30413
14730	1	27573
14730	2	26938
12037	0	22776
12037	1	27573
12037	2	26938
12034	0	22027
12034	1	27573
12034	2	26938
12035	0	30876
12035	1	27573
12035	2	26938
12036	0	26494
12036	1	27573
12036	2	26938
18163	0	29982
18163	1	22842
18163	2	26938
13193	0	25297
13193	1	22842
13193	2	26938
9070	0	25972
9070	1	27573
9070	2	26938
2875	0	35799
2875	1	27573
2875	2	26938
2789	0	33997
2789	1	27573
2789	2	26938
16277	0	27408
16277	1	34994
16277	2	26938
17135	0	22387
17135	1	25772
17135	2	26938
3585	0	39003
3585	1	25772
3585	2	26938
1140	0	28632
1140	1	34994
1140	2	26938
1155	0	31434
1155	1	34994
1155	2	26938
7858	0	23698
7858	1	27573
7858	2	26938
3395	0	34144
3395	1	27573
3395	2	26938
9715	0	21102
9715	1	27573
9715	2	26938
15712	0	39357
15712	1	27573
15712	2	26938
6459	0	28341
6459	1	25772
6459	2	26938
12468	0	38316
12468	1	22842
12468	2	26938
19655	0	35278
19655	1	22842
19655	2	26938
3798	0	22136
3798	1	22842
3798	2	26938
10255	0	21689
10255	1	34994
10255	2	26938
19701	0	25017
19701	1	34994
19701	2	26938
18951	0	29962
18951	1	27573
18951	2	26938
18636	0	29592
18636	1	34994
18636	2	26938
18633	0	28750
18633	1	34994
18633	2	26938
18854	0	28542
18854	1	34994
18854	2	26938
16030	0	35339
16030	1	34994
16030	2	26938
9712	0	29987
9712	1	27573
9712	2	26938
3508	0	33582
3508	1	27573
3508	2	26938
10057	0	39551
10057	1	34994
10057	2	26938
10054	0	27398
10054	1	34994
10054	2	26938
12032	0	26512
12032	1	27573
12032	2	26938
10055	0	37290
10055	1	34994
10055	2	26938
8488	0	34696
8488	1	34994
8488	2	26938
9597	0	37715
9597	1	27573
9597	2	26938
9788	0	24510
9788	1	27573
9788	2	26938
8028	0	34002
8028	1	27573
8028	2	26938
2440	0	20707
2440	1	22842
2440	2	26938
15663	0	37996
15663	1	22842
15663	2	26938
8574	0	36423
8574	1	27573
8574	2	26938
17969	0	36050
17969	1	22842
17969	2	26938
12472	0	30912
12472	1	27573
12472	2	26938
3658	0	39095
3658	1	27573
3658	2	26938
4895	0	32859
4895	1	27573
4895	2	26938
5164	0	31759
5164	1	27573
5164	2	26938
13020	0	28815
13020	1	22842
13020	2	23188
15271	0	40604
15271	1	27573
15271	2	23188
20025	0	27536
20025	1	27573
20025	2	23188
8128	0	28737
8128	1	27573
8128	2	23188
2068	0	23746
2068	1	27573
2068	2	23188
2615	0	21609
2615	1	22842
2615	2	23188
17245	0	24028
17245	1	22842
17245	2	23188
3500	0	33623
3500	1	22842
3500	2	23188
9880	0	24294
9880	1	22842
9880	2	23188
2016	0	38579
2016	1	22842
2016	2	23188
12258	0	27722
12258	1	27573
12258	2	23188
12138	0	35324
12138	1	27573
12138	2	23188
4219	0	23457
4219	1	34994
4219	2	23188
12456	0	40212
12456	1	22842
12456	2	23188
12454	0	36199
12454	1	22842
12454	2	23188
12457	0	40032
12457	1	22842
12457	2	23188
12454	0	36199
12454	1	22842
12454	2	23188
2747	0	37164
2747	1	22842
2747	2	23188
4725	0	35410
4725	1	34994
4725	2	23188
10566	0	21868
10566	1	34994
10566	2	23188
1494	0	33926
1494	1	34994
1494	2	23188
6208	0	28288
6208	1	27573
6208	2	23188
19187	0	36581
19187	1	34994
19187	2	23188
6206	0	32201
6206	1	27573
6206	2	23188
12457	0	40032
12457	1	35755
12457	2	23188
5946	0	36558
5946	1	25772
5946	2	23188
2453	0	31300
2453	1	22842
2453	2	23188
6491	0	33107
6491	1	34994
6491	2	23188
11158	0	20953
11158	1	25772
11158	2	23188
18822	0	37191
18822	1	25772
18822	2	23188
4098	0	38985
4098	1	22842
4098	2	23188
1107	0	37645
1107	1	34994
1107	2	23188
1088	0	23224
1088	1	34994
1088	2	23188
1605	0	22352
1605	1	34994
1605	2	23188
6206	0	32201
6206	1	27573
6206	2	23188
360	0	34992
360	1	34994
360	2	23188
6208	0	28288
6208	1	27573
6208	2	23188
1969	0	21117
1969	1	22842
1969	2	23188
18107	0	37734
18107	1	27573
18107	2	23188
12701	0	32082
12701	1	25772
12701	2	23188
3094	0	28567
3094	1	25772
3094	2	23188
20097	0	29124
20097	1	27573
20097	2	23188
16729	0	39829
16729	1	22842
16729	2	23188
2151	0	36572
2151	1	22842
2151	2	23188
17656	0	23025
17656	1	22842
17656	2	23188
598	0	31033
598	1	34994
598	2	23188
14169	0	39598
14169	1	34994
14169	2	23188
2569	0	36664
2569	1	27573
2569	2	23188
20058	0	34044
20058	1	27573
20058	2	23188
11988	0	28123
11988	1	22842
11988	2	23188
17666	0	31231
17666	1	22842
17666	2	23188
18317	0	38233
18317	1	22842
18317	2	23188
12654	0	20345
12654	1	34994
12654	2	23188
12669	0	21573
12669	1	25772
12669	2	23188
4959	0	35922
4959	1	25772
4959	2	23188
15897	0	37272
15897	1	27573
15897	2	23188
2517	0	32758
2517	1	22842
2517	2	23188
2283	0	29562
2283	1	22842
2283	2	23188
2633	0	33887
2633	1	22842
2633	2	23188
9841	0	24346
9841	1	27573
9841	2	23188
15341	0	24821
15341	1	34994
15341	2	23188
9445	0	40641
9445	1	22842
9445	2	23188
15272	0	26920
15272	1	27573
15272	2	23188
16974	0	22482
16974	1	25772
16974	2	23188
17331	0	24031
17331	1	22842
17331	2	23188
15550	0	23877
15550	1	27573
15550	2	23188
20097	0	29124
20097	1	27573
20097	2	23188
4208	0	20710
4208	1	34994
4208	2	23188
16770	0	24246
16770	1	34994
16770	2	23188
1984	0	27567
1984	1	22842
1984	2	23188
16302	0	39398
16302	1	27573
16302	2	23188
11980	0	38902
11980	1	27573
11980	2	23188
9361	0	23019
9361	1	22842
9361	2	23188
9647	0	31392
9647	1	27573
9647	2	23188
12069	0	21804
12069	1	34994
12069	2	23188
17514	0	21461
17514	1	34994
17514	2	22629
981	0	36378
981	1	34994
981	2	22629
11892	0	32407
11892	1	34994
11892	2	22629
4960	0	26023
4960	1	34994
4960	2	22629
1893	0	22402
1893	1	34994
1893	2	22629
16818	0	31541
16818	1	27573
16818	2	22629
2244	0	34905
2244	1	27573
2244	2	22629
3869	0	38468
3869	1	27573
3869	2	22629
9690	0	28217
9690	1	27573
9690	2	22629
13131	0	20350
13131	1	27573
13131	2	22629
18675	0	39633
18675	1	27573
18675	2	22629
16204	0	28711
16204	1	22842
16204	2	22629
16995	0	29762
16995	1	27573
16995	2	22629
2471	0	33812
2471	1	27573
2471	2	22629
16816	0	31766
16816	1	27573
16816	2	22629
13119	0	31417
13119	1	27573
13119	2	22629
4150	0	30790
4150	1	25772
4150	2	22629
4243	0	31549
4243	1	34994
4243	2	22629
12728	0	22507
12728	1	27573
12728	2	22629
7823	0	24765
7823	1	27573
7823	2	22629
7004	0	28419
7004	1	27573
7004	2	22629
7007	0	27401
7007	1	27573
7007	2	22629
12854	0	22784
12854	1	34994
12854	2	22629
7476	0	28344
7476	1	34994
7476	2	22629
4624	0	35374
4624	1	34994
4624	2	22629
19573	0	27814
19573	1	27573
19573	2	22629
6501	0	20242
6501	1	34994
6501	2	22629
18256	0	34025
18256	1	27573
18256	2	22629
9775	0	23924
9775	1	25772
9775	2	22629
6509	0	20397
6509	1	25772
6509	2	22629
18988	0	25902
18988	1	34994
18988	2	22629
7842	0	27038
7842	1	34994
7842	2	22629
4038	0	31982
4038	1	27573
4038	2	22629
7825	0	34339
7825	1	27573
7825	2	22629
17780	0	35958
17780	1	34994
17780	2	22629
3839	0	39418
3839	1	22842
3839	2	22629
17630	0	28903
17630	1	22842
17630	2	22629
15900	0	24418
15900	1	27573
15900	2	22629
14929	0	36909
14929	1	27573
14929	2	22629
2179	0	27466
2179	1	27573
2179	2	22629
6183	0	31377
6183	1	27573
6183	2	22629
7825	0	34339
7825	1	27573
7825	2	22629
9116	0	23446
9116	1	34994
9116	2	22629
7716	0	38657
7716	1	34994
7716	2	22629
16723	0	25273
16723	1	22842
16723	2	22629
1654	0	23133
1654	1	34994
1654	2	22629
6506	0	34940
6506	1	25772
6506	2	22629
3861	0	22880
3861	1	25772
3861	2	22629
18027	0	29443
18027	1	25772
18027	2	22629
8147	0	31107
8147	1	25772
8147	2	22629
4163	0	31367
4163	1	25772
4163	2	22629
2513	0	22861
2513	1	27573
2513	2	22629
12756	0	38984
12756	1	25772
12756	2	22629
3531	0	38002
3531	1	27573
3531	2	22629
2709	0	25010
2709	1	25772
2709	2	22629
18410	0	32723
18410	1	25772
18410	2	22629
529	0	33181
529	1	34994
529	2	22629
10619	0	33663
10619	1	34994
10619	2	22629
1819	0	29519
1819	1	34994
1819	2	22629
8601	0	39191
8601	1	22842
8601	2	22629
1944	0	35181
1944	1	34994
1944	2	22629
11601	0	28740
11601	1	34994
11601	2	22629
17515	0	26911
17515	1	34994
17515	2	22629
10158	0	23276
10158	1	34994
10158	2	22629
12937	0	22787
12937	1	34994
12937	2	22629
1159	0	22323
1159	1	34994
1159	2	22629
16528	0	39638
16528	1	34994
16528	2	22629
4346	0	36429
4346	1	27573
4346	2	22629
1987	0	26039
1987	1	22842
1987	2	22629
2150	0	25181
2150	1	22842
2150	2	22629
8593	0	37830
8593	1	22842
8593	2	22629
10840	0	20180
10840	1	22842
10840	2	22629
16330	0	26931
16330	1	34994
16330	2	22629
10159	0	37459
10159	1	34994
10159	2	22629
9840	0	33581
9840	1	25772
9840	2	26024
6665	0	28772
6665	1	34994
6665	2	26024
7888	0	23851
7888	1	25772
7888	2	26024
5470	0	25168
5470	1	27573
5470	2	26024
6740	0	37203
6740	1	34994
6740	2	26024
10459	0	22139
10459	1	34994
10459	2	26024
17633	0	37092
17633	1	22842
17633	2	26024
18701	0	39302
18701	1	34994
18701	2	26024
2752	0	38854
2752	1	22842
2752	2	26024
7723	0	23271
7723	1	22842
7723	2	26024
16477	0	39257
16477	1	22842
16477	2	26024
8751	0	40265
8751	1	22842
8751	2	26024
242	0	35202
242	1	34994
242	2	26024
11556	0	36530
11556	1	34994
11556	2	26024
16722	0	23536
16722	1	22842
16722	2	26024
5334	0	39503
5334	1	22842
5334	2	26024
4248	0	33754
4248	1	22842
4248	2	26024
1148	0	39897
1148	1	34994
1148	2	26024
10891	0	33150
10891	1	34994
10891	2	26024
5344	0	33976
5344	1	27573
5344	2	26024
5345	0	21886
5345	1	27573
5345	2	26024
17655	0	20448
17655	1	25772
17655	2	26024
9332	0	25803
9332	1	22842
9332	2	26024
7269	0	40325
7269	1	25772
7269	2	26024
16050	0	36861
16050	1	25772
16050	2	26024
8444	0	23569
8444	1	34994
8444	2	26024
12584	0	23372
12584	1	34994
12584	2	26024
682	0	40654
682	1	34994
682	2	26024
3604	0	34870
3604	1	27573
3604	2	26024
17463	0	40786
17463	1	34994
17463	2	26024
14506	0	30803
14506	1	34994
14506	2	26024
18836	0	38222
18836	1	27573
18836	2	26024
4241	0	29578
4241	1	34994
4241	2	26024
6647	0	37651
6647	1	34994
6647	2	26024
5360	0	31866
5360	1	27573
5360	2	26024
17431	0	26825
17431	1	27573
17431	2	26024
2750	0	39363
2750	1	35755
2750	2	26024
14782	0	26646
14782	1	27573
14782	2	26024
15840	0	23100
15840	1	27573
15840	2	28205
17343	0	21429
17343	1	22842
17343	2	28205
15668	0	21920
15668	1	22842
15668	2	28205
16088	0	29344
16088	1	22842
16088	2	28205
15667	0	20892
15667	1	22842
15667	2	28205
15692	0	21416
15692	1	22842
15692	2	28205
18349	0	26022
18349	1	34994
18349	2	28205
17356	0	27719
17356	1	22842
17356	2	28205
3705	0	34808
3705	1	22842
3705	2	28205
16644	0	27981
16644	1	25772
16644	2	28205
1031	0	36746
1031	1	34994
1031	2	28205
19128	0	20854
19128	1	27573
19128	2	28205
9011	0	39338
9011	1	25772
9011	2	28205
8850	0	36408
8850	1	25772
8850	2	28205
8851	0	39013
8851	1	25772
8851	2	28205
18794	0	25780
18794	1	27573
18794	2	28205
11389	0	26186
11389	1	22842
11389	2	28205
18571	0	40219
18571	1	22842
18571	2	28205
12424	0	34241
12424	1	22842
12424	2	28205
15667	0	20892
15667	1	22842
15667	2	28205
811	0	23817
811	1	34994
811	2	28205
11685	0	27957
11685	1	34994
11685	2	28205
18129	0	21611
18129	1	27573
18129	2	28205
3593	0	36282
3593	1	34994
3593	2	28205
2243	0	22820
2243	1	25772
2243	2	28205
17354	0	26997
17354	1	22842
17354	2	28205
15664	0	40200
15664	1	22842
15664	2	28205
15672	0	34751
15672	1	22842
15672	2	28205
15670	0	27634
15670	1	25772
15670	2	28205
15670	0	27634
15670	1	25772
15670	2	28205
7788	0	21325
7788	1	25772
7788	2	28205
9848	0	26900
9848	1	27573
9848	2	28205
1985	0	24064
1985	1	22842
1985	2	28205
15664	0	40200
15664	1	22842
15664	2	28205
15671	0	24263
15671	1	22842
15671	2	28205
16083	0	39014
16083	1	22842
16083	2	28205
11388	0	32474
11388	1	22842
11388	2	28205
8532	0	28259
8532	1	22842
8532	2	28205
12437	0	34308
12437	1	22842
12437	2	28205
1984	0	27567
1984	1	22842
1984	2	28205
7767	0	24888
7767	1	22842
7767	2	28205
1987	0	26039
1987	1	22842
1987	2	28205
16084	0	24813
16084	1	22842
16084	2	28205
6257	0	37593
6257	1	25772
6257	2	28205
18361	0	26469
18361	1	34994
18361	2	28205
18352	0	40974
18352	1	34994
18352	2	28205
18364	0	37196
18364	1	34994
18364	2	28205
7907	0	30044
7907	1	22842
7907	2	28205
16088	0	29344
16088	1	22842
16088	2	28205
10047	0	32352
10047	1	27573
10047	2	28205
1221	0	38021
1221	1	34994
1221	2	28205
14412	0	34167
14412	1	22842
14412	2	28205
18436	0	28215
18436	1	27573
18436	2	28205
6860	0	30501
6860	1	34994
6860	2	28205
9658	0	36822
9658	1	22842
9658	2	28205
4712	0	20156
4712	1	22842
4712	2	28205
18412	0	33131
18412	1	22842
18412	2	28205
11782	0	22261
11782	1	34994
11782	2	28205
19170	0	26863
19170	1	34994
19170	2	28205
16042	0	35213
16042	1	22842
16042	2	28205
16080	0	29204
16080	1	22842
16080	2	28205
17343	0	21429
17343	1	22842
17343	2	28205
7992	0	37636
7992	1	27573
7992	2	28205
14067	0	33283
14067	1	27573
14067	2	28205
10559	0	20200
10559	1	34994
10559	2	28205
1095	0	37446
1095	1	34994
1095	2	28205
9712	0	29987
9712	1	27573
9712	2	28205
13953	0	33402
13953	1	34994
13953	2	28205
3227	0	26521
3227	1	35755
3227	2	28205
3230	0	34935
3230	1	35755
3230	2	28205
9010	0	21497
9010	1	25772
9010	2	28205
1804	0	37212
1804	1	25772
1804	2	28205
14855	0	40298
14855	1	27573
14855	2	28205
4850	0	35866
4850	1	27573
4850	2	28205
7767	0	24888
7767	1	22842
7767	2	28205
11684	0	31793
11684	1	34994
11684	2	28205
11489	0	24836
11489	1	27573
11489	2	28205
15869	0	36085
15869	1	27573
15869	2	28205
18463	0	20585
18463	1	27573
18463	2	28205
6263	0	29334
6263	1	27573
6263	2	28205
9476	0	25458
9476	1	27573
9476	2	28205
9662	0	35518
9662	1	22842
9662	2	28205
170	0	32001
170	1	34994
170	2	28205
11784	0	27996
11784	1	34994
11784	2	28205
18513	0	25890
18513	1	27573
18513	2	28205
96	0	36876
96	1	27573
96	2	28205
8314	0	21480
8314	1	27573
8314	2	28205
2686	0	29137
2686	1	35755
2686	2	25517
18471	0	24428
18471	1	27573
18471	2	25517
8726	0	37546
8726	1	27573
8726	2	25517
18656	0	38196
18656	1	27573
18656	2	25517
14378	0	28301
14378	1	34994
14378	2	25517
6279	0	38490
6279	1	34994
